2.33 3.32 3.04 -2
1.83 3.42 4.52 -3
8.88 4.88 1.34 -5
3.04 3.31 2.33 -1
1.3 5.04 10.97 -1
2.18 3.23 3.4 -2
2.36 3.28 3.05 -2
4.29 3.47 1.86 -2
2.33 3.38 3.0 -1
8.08 4.64 1.38 -2
2.41 3.3 2.92 -2
2.58 3.25 2.72 -3
1.32 5.17 9.55 -1
3.47 3.32 2.09 -1
6.79 4.32 1.46 -3
6.02 4.03 1.55 -5
1.26 5.42 11.0 -1
1.45 4.29 7.25 -1
11.67 6.08 1.23 -2
1.95 3.48 3.8 -1
3.63 3.47 2.01 -3
1.6 3.88 5.57 -1
3.86 3.56 1.92 -3
1.51 4.13 6.21 -2
4.92 3.91 1.66 -2
2.46 3.33 2.81 -1
7.04 4.46 1.43 -1
5.02 3.86 1.66 -1
2.02 3.38 3.68 -5
6.0 3.79 1.59 -2
2.85 3.28 2.48 -2
2.11 3.38 3.42 -2
2.06 3.37 3.63 -2
5.88 4.11 1.54 -1
3.7 3.4 2.02 -2
2.87 3.26 2.43 -3
2.39 3.2 2.94 -1
2.72 3.21 2.58 -1
2.18 3.32 3.38 -1
4.39 3.47 1.84 -1
1.55 3.91 6.12 -1
4.54 3.52 1.79 -3
2.1 3.28 3.57 -1
4.0 3.51 1.92 -2
4.06 3.48 1.9 -3
2.58 3.28 2.72 -2
4.96 3.62 1.72 -1
2.38 3.35 2.92 -1
4.16 3.62 1.84 -1
2.03 3.28 3.82 -1
1.46 4.35 6.97 -1
6.77 4.18 1.49 -1
2.35 3.3 3.08 -1
1.96 3.42 3.92 -1
1.88 3.52 4.12 -1
1.91 3.49 3.98 -2
1.73 3.64 5.03 -2
2.44 3.27 2.9 -2
6.07 4.05 1.54 -2
1.46 4.32 7.12 -2
2.92 3.27 2.43 -3
7.74 4.38 1.41 -1
2.06 3.32 3.63 -1
4.67 3.55 1.78 -2
1.83 3.49 4.44 -1
2.25 3.32 3.22 -1
2.96 3.22 2.43 -1
1.37 4.62 8.59 -2
5.27 3.81 1.65 -2
5.16 3.84 1.65 -3
2.02 3.38 3.7 -1
2.88 3.28 2.47 -1
4.74 3.73 1.74 -1
3.63 3.43 2.03 -4
5.73 3.82 1.61 -1
2.26 3.3 3.19 -1
2.35 3.21 3.12 -3
2.13 3.38 3.43 -1
5.86 3.88 1.59 -1
3.51 3.33 2.11 -1
2.82 3.24 2.53 -1
3.92 3.51 1.92 -3
1.99 3.42 3.78 -1
6.14 4.08 1.53 -4
1.21 6.04 13.5 -1
2.93 3.32 2.39 -1
2.48 3.29 2.89 -1
4.16 3.31 1.95 -4
2.64 3.35 2.68 -2
1.77 3.73 4.6 -1
2.15 3.29 3.53 -1
2.76 3.23 2.63 -1
5.58 3.93 1.61 -1
3.5 3.2 2.13 -1
4.26 3.53 1.87 -1
1.38 4.77 8.17 -2
6.62 4.07 1.52 -2
2.5 3.28 2.9 -3
3.42 3.34 2.13 -1
1.87 3.52 4.27 -1
2.09 3.28 3.67 -1
4.37 3.62 1.82 -4
6.52 4.32 1.49 -1
2.38 3.29 3.03 -1
3.35 3.33 2.22 -2
1.52 4.11 6.77 -1
5.68 3.75 1.64 -1
3.22 3.31 2.27 -1
4.68 3.72 1.76 -1
3.2 3.43 2.23 -2
2.09 3.28 3.7 -2
3.98 3.53 1.93 -1
2.22 3.35 3.33 -1
1.93 3.38 4.2 -3
6.22 3.73 1.6 -2
4.36 3.61 1.82 -3
4.59 3.76 1.77 -1
2.22 3.29 3.35 -2
2.88 3.36 2.45 -6
1.88 3.54 4.18 -3
1.7 3.72 5.02 -2
2.48 3.23 2.93 -1
7.52 4.61 1.42 -1
2.37 3.36 3.0 -1
2.19 3.38 3.33 -1
1.8 3.58 4.59 -1
4.39 3.68 1.8 -1
3.62 3.48 2.04 -2
3.2 3.32 2.28 -1
4.28 3.49 1.88 -1
5.68 4.18 1.57 -2
1.31 5.25 9.75 -1
5.92 4.34 1.52 -1
1.78 3.7 4.48 -3
1.4 4.74 7.79 -2
2.24 3.29 3.29 -1
4.05 3.5 1.92 -3
2.29 3.32 3.16 -1
4.58 3.63 1.79 -1
3.84 3.59 1.94 -1
3.52 3.45 2.09 -2
1.95 3.42 4.03 -1
2.52 3.38 2.78 -2
2.15 3.29 3.5 -1
5.53 3.69 1.67 -2
1.58 3.93 6.06 -1
1.81 3.46 4.76 -1
2.38 3.33 3.07 -1
3.04 3.28 2.38 -1
4.31 3.48 1.87 -1
3.2 3.32 2.31 -2
2.06 3.36 3.72 -1
1.28 5.49 10.83 -1
3.22 3.32 2.31 -1
1.96 3.35 4.16 -1
5.33 3.69 1.68 -2
2.36 3.32 3.07 -1
5.68 3.92 1.61 -1
6.07 3.92 1.59 -2
1.43 4.4 7.96 -3
5.25 3.68 1.69 -2
3.82 3.44 2.0 -2
2.71 3.25 2.66 -3
3.3 3.29 2.25 -2
8.93 4.84 1.35 -2
5.98 3.93 1.59 -2
1.53 4.12 6.38 -1
3.12 3.26 2.35 -1
1.83 3.4 4.71 -1
5.69 3.84 1.62 -3
5.73 3.87 1.62 -3
5.25 3.7 1.69 -1
1.71 3.64 5.1 -1
1.66 3.76 5.39 -1
6.27 4.11 1.53 -1
5.57 3.95 1.61 -1
1.52 4.16 6.43 -1
4.33 3.52 1.86 -1
1.8 3.54 4.68 -2
5.04 3.59 1.74 -3
2.47 3.32 2.88 -5
3.08 3.27 2.38 -3
8.13 4.9 1.38 -2
2.58 3.21 2.84 -1
3.02 3.29 2.39 -1
1.86 3.43 4.41 -1
3.13 3.28 2.34 -3
1.38 4.6 8.29 -1
6.14 3.99 1.56 -1
2.06 3.38 3.68 -1
5.81 3.88 1.6 -2
6.1 4.01 1.57 -1
3.84 3.49 1.98 -1
1.77 3.71 4.64 -1
3.74 3.42 2.02 -3
2.13 3.32 3.49 -1
5.32 4.08 1.6 -1
1.97 3.42 3.98 -2
2.19 3.28 3.44 -3
6.08 3.82 1.6 -2
5.22 3.8 1.67 -2
5.45 3.75 1.66 -2
5.83 3.95 1.59 -1
2.93 3.28 2.46 -2
3.11 3.3 2.35 -2
3.59 3.58 2.02 -4
3.32 3.35 2.21 -3
1.9 3.48 4.19 -3
1.84 3.61 4.3 -1
2.08 3.32 3.69 -2
2.1 3.26 3.76 -2
2.9 3.2 2.55 -1
7.21 4.6 1.43 -1
3.12 3.38 2.31 -4
2.59 3.17 2.86 -4
6.18 3.8 1.6 -2
7.59 4.46 1.44 -2
2.41 3.21 3.12 -3
3.69 3.52 2.03 -3
3.51 3.23 2.18 -1
4.79 3.56 1.77 -3
6.31 4.13 1.54 -2
1.95 3.42 4.09 -1
2.47 3.35 2.88 -3
3.0 3.27 2.43 -1
8.0 4.79 1.4 -3
4.42 3.52 1.86 -2
2.18 3.23 3.57 -3
3.38 3.47 2.14 -3
3.3 3.32 2.25 -3
4.68 3.58 1.8 -2
2.24 3.28 3.35 -1
1.98 3.42 3.92 -1
2.35 3.18 3.22 -3
3.92 3.46 1.97 -4
2.36 3.21 3.16 -1
7.92 4.73 1.4 -1
1.48 4.34 6.85 -1
4.61 3.56 1.8 -1
4.97 3.59 1.76 -1
1.39 4.58 8.85 -1
1.19 6.67 13.92 -1
2.6 3.32 2.67 -1
2.19 3.19 3.45 -1
4.68 3.54 1.78 -3
8.0 5.04 1.36 -1
3.1 3.35 2.31 -1
7.47 4.43 1.43 -2
1.66 3.88 5.1 -2
4.68 3.82 1.73 -1
1.38 4.97 8.05 -1
2.44 3.3 2.96 -1
7.56 4.44 1.43 -1
3.68 3.43 2.03 -2
4.17 3.62 1.86 -2
2.21 3.35 3.32 -2
2.07 3.44 3.58 -1
1.36 4.91 9.5 -1
2.47 3.19 2.99 -1
1.96 3.33 4.19 -1
3.62 3.42 2.08 -1
5.07 3.98 1.66 -2
8.55 4.67 1.4 -2
2.47 3.18 2.99 -2
3.61 3.26 2.17 -3
1.19 6.72 17.25 -1
2.72 3.21 2.72 -2
2.68 3.3 2.7 -3
1.3 5.53 10.92 -1
2.1 3.29 3.74 -1
3.43 3.33 2.18 -2
4.42 3.55 1.84 -3
2.48 3.3 2.94 -1
1.42 4.52 8.12 -1
1.52 4.12 6.52 -1
6.12 3.97 1.57 -2
6.89 4.2 1.52 -2
2.77 3.23 2.69 -2
7.97 4.46 1.43 -1
5.77 3.93 1.62 -1
5.14 3.75 1.7 -2
4.47 3.63 1.82 -2
1.73 3.78 4.78 -1
3.72 3.4 2.06 -1
2.3 3.37 3.18 -1
3.66 3.4 2.1 -1
2.12 3.35 3.67 -2
3.28 3.29 2.28 -1
1.68 3.71 5.44 -1
2.31 3.32 3.18 -2
2.2 3.34 3.37 -1
1.71 3.6 5.35 -1
3.47 3.28 2.18 -1
4.3 3.62 1.87 -1
3.15 3.38 2.32 -3
2.11 3.26 3.79 -1
3.7 3.45 2.07 -2
2.49 3.26 2.94 -1
6.68 4.19 1.52 -3
2.82 3.33 2.6 -1
6.5 4.49 1.49 -1
2.52 3.28 2.86 -1
2.92 3.22 2.56 -1
2.06 3.37 3.82 -1
5.92 3.84 1.62 -2
4.4 3.64 1.82 -1
3.52 3.25 2.18 -2
1.8 3.53 4.72 -1
3.7 3.41 2.05 -1
2.04 3.28 3.93 -2
6.58 4.17 1.51 -2
2.24 3.27 3.32 -1
3.35 3.45 2.15 -1
4.17 3.46 1.92 -1
1.82 3.64 4.58 -1
4.31 3.44 1.9 -2
2.49 3.22 3.01 -1
2.6 3.22 2.82 -1
3.17 3.26 2.35 -1
5.42 3.98 1.64 -2
6.52 3.95 1.56 -5
1.81 3.8 4.3 -2
2.74 3.19 2.7 -1
2.65 3.16 2.84 -3
2.83 3.2 2.6 -3
1.62 3.79 6.1 -1
9.52 4.72 1.37 -1
2.39 3.25 3.11 -1
4.42 3.49 1.86 -1
1.9 3.48 4.33 -2
5.24 3.68 1.7 -3
2.64 3.13 2.83 -1
4.64 3.57 1.82 -1
2.58 3.24 2.82 -2
2.64 3.24 2.79 -1
2.11 3.35 3.64 -2
4.03 3.41 1.98 -1
6.35 4.16 1.54 -1
5.68 3.95 1.63 -1
4.59 3.64 1.81 -1
2.36 3.09 3.31 -4
3.84 3.38 2.04 -1
2.44 3.17 3.0 -1
5.61 3.9 1.61 -1
2.14 3.22 3.56 -1
7.38 4.22 1.45 -1
2.12 3.36 3.55 -1
3.31 3.34 2.19 -1
1.76 3.48 4.91 -3
6.33 4.13 1.55 -1
2.73 3.15 2.72 -3
1.61 4.03 5.72 -1
2.22 3.32 3.38 -1
8.38 4.78 1.4 -1
1.94 3.4 4.11 -2
3.13 3.35 2.36 -2
2.55 3.25 2.89 -1
2.03 3.27 4.05 -2
2.45 3.18 3.05 -1
5.21 3.82 1.69 -2
1.35 5.03 9.29 -1
3.62 3.58 2.05 -1
   -2
4.45 3.58 1.86 -1
1.81 3.58 4.72 -2
1.92 3.45 4.23 -1
1.32 5.38 9.68 -1
1.46 4.49 7.33 -2
2.79 3.28 2.59 -1
4.79 3.84 1.75 -2
2.08 3.45 3.57 -1
2.38 3.42 2.97 -1
2.01 3.42 3.87 -1
2.56 3.21 2.89 -2
1.3 5.47 10.97 -2
3.27 3.32 2.3 -1
5.35 3.81 1.67 -3
5.33 3.69 1.73 -1
2.0 3.39 4.08 -3
2.46 3.2 3.07 -2
2.25 3.35 3.32 -1
5.02 3.72 1.74 -1
2.35 3.32 3.17 -1
4.85 3.81 1.73 -2
5.85 3.74 1.65 -1
1.36 4.84 9.51 -1
1.37 4.97 8.59 -3
5.71 3.94 1.62 -1
1.96 3.36 4.15 -1
5.4 3.97 1.65 -1
4.05 3.46 1.96 -1
2.3 3.2 3.31 -1
1.27 6.0 11.47 -1
2.48 3.28 2.96 -1
3.1 3.18 2.45 -1
4.17 3.78 1.85 -3
2.53 3.2 2.92 -1
2.99 3.22 2.48 -1
2.48 3.28 2.97 -1
1.8 3.6 4.68 -2
2.28 3.38 3.17 -1
2.0 3.49 3.8 -2
3.13 3.26 2.38 -3
5.71 4.0 1.61 -3
2.04 3.3 3.94 -1
2.89 3.16 2.6 -1
2.02 3.35 3.92 -1
2.09 3.24 3.8 -2
3.38 3.28 2.24 -4
2.1 3.33 3.66 -2
4.82 3.75 1.74 -3
2.8 3.27 2.59 -1
2.22 3.4 3.32 -1
4.71 3.56 1.8 -1
1.67 3.69 5.61 -1
1.69 3.79 5.41 -3
2.76 3.44 2.52 -3
1.61 3.8 6.22 -1
4.06 3.33 2.01 -1
1.59 3.83 6.39 -1
2.7 3.18 2.76 -1
1.36 4.92 8.85 -1
2.68 3.31 2.65 -3
2.8 3.17 2.66 -1
6.33 4.01 1.56 -2
   -1
2.09 3.51 3.45 -1
1.45 4.33 7.72 -1
2.62 3.28 2.72 -2
2.45 3.19 3.02 -1
2.52 3.22 2.88 -1
3.14 3.43 2.24 -1
1.93 3.48 4.0 -1
3.59 3.34 2.11 -1
5.04 3.68 1.72 -1
4.9 3.81 1.72 -1
3.68 3.33 2.1 -3
2.0 3.48 3.82 -2
1.78 3.57 4.89 -2
1.76 3.68 4.77 -1
2.35 3.2 3.22 -1
3.43 3.3 2.18 -2
1.88 3.38 4.53 -1
4.04 3.41 1.96 -1
2.08 3.36 3.76 -1
1.7 3.68 5.2 -1
2.42 3.19 3.08 -1
4.33 3.56 1.85 -3
7.06 4.42 1.47 -1
1.61 4.0 5.71 -2
2.6 3.28 2.78 -3
3.78 3.38 2.04 -2
2.05 3.29 3.82 -2
2.24 3.2 3.41 -1
1.54 3.96 6.69 -1
3.01 3.18 2.46 -1
4.48 3.47 1.86 -6
2.05 3.5 3.67 -1
2.83 3.21 2.55 -1
4.37 3.53 1.88 -2
5.33 3.83 1.68 -1
1.36 4.94 9.06 -1
1.72 3.75 4.9 -1
2.59 3.28 2.76 -2
2.9 3.27 2.48 -1
3.6 3.3 2.11 -1
2.7 3.15 2.75 -1
6.93 4.22 1.49 -2
2.98 3.24 2.44 -1
2.62 3.47 2.61 -2
2.41 3.14 3.12 -1
2.21 3.2 3.45 -1
1.83 3.6 4.42 -1
6.27 4.0 1.57 -4
3.69 3.45 2.05 -4
3.43 3.31 2.14 -1
3.42 3.34 2.13 -2
2.65 3.32 2.7 -3
2.36 3.23 3.16 -3
2.36 3.12 3.27 -1
3.47 3.39 2.14 -1
4.43 3.57 1.84 -4
6.77 3.98 1.54 -2
2.98 3.38 2.4 -3
3.7 3.37 2.07 -3
4.31 3.47 1.9 -1
1.45 4.48 7.39 -3
1.96 3.56 3.88 -1
2.47 3.22 3.02 -1
2.02 3.24 4.07 -1
2.39 3.35 3.02 -1
4.65 3.53 1.81 -2
5.22 3.72 1.72 -3
1.8 3.5 4.95 -2
5.28 3.63 1.73 -1
2.94 3.19 2.55 -1
2.51 3.17 3.02 -1
7.43 4.27 1.46 -1
4.89 3.73 1.74 -2
2.36 3.25 3.31 -1
2.28 3.17 3.45 -1
4.51 3.56 1.84 -4
1.88 3.47 4.45 -2
3.69 3.38 2.11 -3
2.28 3.45 3.31 -1
6.0 4.02 1.59 -3
3.86 3.45 2.04 -1
2.82 3.25 2.65 -1
8.5 5.08 1.38 -2
2.78 3.29 2.68 -3
7.08 4.42 1.49 -2
7.58 4.63 1.44 -1
8.92 4.84 1.39 -1
2.13 3.42 3.62 -1
2.26 3.21 3.53 -1
2.99 3.25 2.53 -2
4.97 3.88 1.74 -2
8.25 5.01 1.4 -3
7.67 4.56 1.44 -4
3.15 3.34 2.38 -2
1.64 3.95 5.63 -1
1.78 3.55 5.12 -1
5.01 3.88 1.72 -2
6.33 4.35 1.53 -1
2.24 3.36 3.42 -1
6.54 4.1 1.56 -1
9.33 5.72 1.32 -1
2.39 3.28 3.17 -1
2.12 3.47 3.6 -2
4.81 3.93 1.75 -4
5.12 3.87 1.69 -1
5.92 4.12 1.58 -3
9.58 5.29 1.33 -1
6.21 4.09 1.58 -1
5.42 3.62 1.73 -2
2.87 3.26 2.61 -2
4.08 3.58 1.94 -1
9.33 5.42 1.32 -3
2.43 3.31 2.96 -2
2.61 3.28 2.74 -3
2.85 3.22 2.56 -3
1.75 3.55 5.38 -1
2.8 3.4 2.58 -3
5.5 3.74 1.67 -3
5.54 3.9 1.65 -2
1.78 3.55 4.79 -1
5.75 3.88 1.64 -3
2.97 3.31 2.51 -2
6.54 4.53 1.5 -4
3.18 3.36 2.36 -1
1.21 6.83 14.33 -1
2.47 3.17 3.16 -2
1.22 6.58 13.58 -1
2.08 3.42 3.73 -2
5.75 4.33 1.57 -4
1.7 3.77 5.38 -4
1.84 3.61 4.52 -2
5.4 3.82 1.68 -3
3.68 3.39 2.09 -4
7.04 4.69 1.45 -2
3.47 3.26 2.22 -1
2.16 3.2 3.72 -2
10.33 5.88 1.29 -2
5.78 4.02 1.61 -1
5.92 3.95 1.62 -1
2.29 3.39 3.22 -1
5.63 3.68 1.68 -2
5.5 3.78 1.68 -2
1.28 5.67 11.92 -1
5.08 3.86 1.7 -2
6.2 3.98 1.58 -2
4.03 3.59 1.92 -1
2.92 3.22 2.52 -1
9.17 4.97 1.35 -3
4.49 3.85 1.74 -3
4.24 3.68 1.82 -1
6.41 4.11 1.53 -1
5.71 3.74 1.65 -2
1.48 4.46 7.03 -1
5.24 4.0 1.65 -1
1.79 3.55 4.67 -2
2.96 3.47 2.36 -1
2.48 3.38 2.79 -1
3.64 3.52 2.02 -3
5.92 4.27 1.53 -1
1.44 4.54 7.58 -2
3.57 3.66 2.02 -2
9.5 5.06 1.35 -1
3.88 3.47 2.0 -1
4.57 3.98 1.72 -3
4.07 3.69 1.89 -2
5.12 3.91 1.69 -4
4.25 3.68 1.86 -5
2.4 3.43 2.96 -1
6.32 4.38 1.53 -6
1.76 3.76 4.65 -1
11.12 5.67 1.27 -5
10.0 5.22 1.32 -2
1.24 6.12 14.0 -1
1.82 3.48 4.77 -3
5.18 3.82 1.7 -2
1.96 3.52 3.98 -2
2.52 3.09 3.05 -1
10.12 4.8 1.36 -4
2.07 3.43 3.62 -1
9.88 5.58 1.31 -1
1.93 3.42 4.24 -2
3.65 3.39 2.1 -3
4.53 3.72 1.8 -1
1.65 3.82 5.63 -2
2.35 3.19 3.23 -1
2.93 3.22 2.54 -1
8.71 5.42 1.34 -6
4.03 3.69 1.9 -1
5.12 3.67 1.73 -1
5.78 3.93 1.61 -4
2.32 3.26 3.22 -1
5.57 4.09 1.61 -1
2.75 3.38 2.51 -1
8.08 4.65 1.4 -4
1.66 3.66 5.62 -1
1.82 3.43 4.88 -3
2.13 3.38 3.55 -1
2.75 3.23 2.7 -1
3.85 3.5 2.01 -3
5.48 4.13 1.62 -1
2.05 3.48 3.73 -1
11.92 6.26 1.26 -1
1.97 3.47 4.07 -1
1.66 3.62 6.13 -1
2.35 3.16 3.31 -1
5.12 4.09 1.66 -3
8.83 5.46 1.34 -2
6.2 3.93 1.59 -4
2.18 3.35 3.48 -3
5.99 4.22 1.57 -1
16.5 7.21 1.19 -1
5.12 3.82 1.71 -2
2.0 3.34 4.09 -1
6.2 4.38 1.53 -3
2.46 3.29 2.99 -2
6.88 4.4 1.5 -4
2.58 3.26 2.82 -1
3.27 3.45 2.21 -1
8.5 4.54 1.42 -2
2.42 3.26 3.12 -1
2.07 3.37 3.78 -3
13.33 6.25 1.24 -4
1.87 3.57 4.35 -3
2.25 3.28 3.38 -3
1.76 3.66 4.95 -3
6.24 4.42 1.52 -4
6.28 3.92 1.59 -1
6.72 4.02 1.55 -3
2.07 3.33 3.85 -1
12.58 6.46 1.24 -1
4.56 3.83 1.77 -1
1.69 3.68 5.38 -1
6.99 4.3 1.5 -1
5.18 3.5 1.78 -2
2.28 3.27 3.35 -1
1.96 3.43 4.0 -1
10.53 5.18 1.32 -2
2.64 3.08 2.95 -3
6.2 3.81 1.61 -4
6.78 3.86 1.57 -1
10.83 5.47 1.32 -3
1.28 5.97 11.08 -3
2.54 3.14 3.04 -1
4.32 3.77 1.79 -2
1.94 3.27 4.43 -1
6.92 4.32 1.5 -1
4.4 3.9 1.76 -3
6.62 4.03 1.55 -1
2.96 3.19 2.56 -3
2.24 3.17 3.57 -3
6.25 4.41 1.52 -3
13.33 6.33 1.23 -2
2.84 3.12 2.67 -2
2.42 3.23 3.08 -1
2.73 3.16 2.69 -2
6.54 4.36 1.49 -1
9.25 5.12 1.33 -2
2.58 3.03 2.99 -1
2.33 3.3 3.1 -2
1.95 3.45 4.14 -1
1.88 3.62 4.24 -1
10.0 5.29 1.33 -1
2.32 3.18 3.34 -1
4.45 3.59 1.85 -1
2.62 3.5 2.65 -2
1.18 7.29 17.58 -1
4.92 3.82 1.73 -2
4.22 3.41 1.91 -1
2.59 3.05 3.01 -2
1.85 3.48 4.6 -1
6.95 4.18 1.52 -1
9.71 5.26 1.34 -3
2.23 3.39 3.31 -2
2.63 3.31 2.76 -1
3.04 3.2 2.49 -1
2.16 3.38 3.47 -1
5.54 4.24 1.59 -1
7.74 4.71 1.42 -1
1.88 3.69 4.12 -1
